1	元旦。  今年はちゃんと起きて 浦上天主堂でミサ！！！ 遅刻はしたけど…幸先いい！  お雑煮食べて昼からビール💓 鹿町へ… そこでも食べて〜日本酒🍶  今年の目標は 酒は呑んでも呑まれるな  いけそ… http://t.co/0EXB7mq3FB
0	昼から肉！清香園💓  短時間で笑ったねー(･∀･)  今年もよろしくー！！！ #InstaMagApp @fotorusofficial @ 清香園　思案橋店 http://t.co/xHoJU6PxKr
-1	朝から結局細貝さんで行きました笑  汚い写真ごめん笑  朝起きれないから 時間もかかってないし、 その分クオリティも低い笑  そんな仕事始め、初笑い。#InstaFrame #GPInstaFrame… http://t.co/MrQ3T7YGgi
1	園長にオススメされた栄寿司へ💓  めっちゃおいしいー💓💓#InstaMagApp @fotorusofficial @ 栄寿司 http://t.co/mBZfy1nYCP
-1	念願だった我流へ！  予約の受付なくって、 めっちゃ遠いのに、 前行った時売り切れて終わってた(｡´Д⊂)… http://t.co/PXeM55yliL
1	太宰府ハタチの旅  偶然たにーに遭遇の巻。  めっちゃ楽しかったー！！！  久々4人で旅行💓  実現できて嬉しいー💓  #女子力#ハタチ#着物#太宰府  #InstaMagApp… http://t.co/dU8PgRt1vi
-1	久々の。  やばい、 辛いの食べたくなってきた笑#InstaMagApp @fotorusofficial @ Amboise http://t.co/4QvT6jf8XE
0	初めて行った！笑  前に珍百景にでたとこ！  めっちゃうけたとけど！  着地失敗して砂まみれになったとか、小学生とか誰にもバレてないはず！  #InstaMagApp @fotorusofficial… http://t.co/S2mU656ONk
0	上 妹のバイト先、まんま屋にて。 明日でバイト最後らしいけん、 明日もいく笑  下 生姜焼き作ってもらった(･∀･)💓 要領悪くめっちゃ時間かけて 頑張りよらした笑  #InstaMagApp… http://t.co/zgFuMlusYP
1	久々ピアス！  雑貨市行って可愛いマステと 前々から欲しかった糸購入！  もう、ラッピングにも使ったし、 早速シンプルなタッセルピアス作ってみた！ これから時間あるとき研究してみよ！ #InstaMagA… http://t.co/4XSik7w76q
1	まんま屋。 初コース💓  長崎和牛はおいしいやつを特別使ってもらったり ヒラメの菜の花巻き、 蕪蒸しにブリュレ 美味しかったー💓💓  バイト、みっこたん、お友達も今日までらしい、、 お疲れ様です。… http://t.co/JDFsBqVcr6
0	来月にある作品展に向けて…  作品の名札！人数分頑張った！  ＊和風おにぎりスタンプの名札 ＊鬼の虎柄パンツ名札 ＊石鹸置きのあわあわ名札 ＊タグ風名札  今回毎年に比べると手抜き(A；´･ω･)… http://t.co/RYa8IDvoTp
-1	作品展VOL2  去年も取り組んだ自画像。 去年は顔だけだったから、 今年は全身！  毎月1枚書いて、12ヶ月分がまとまる感じ！ あと2月と3月！  フイルム形式は好評だったので 去年と一緒。 ただ、大変… http://t.co/cTLKZVLH2r
1	作品展VOL3  おむすびころりん  物語見て自分の好きな場面を描いた  絵の具じゃなくって墨って使える！  #InstaMagApp @fotorusofficial http://t.co/ai1oESsvQU
1	ちょっと早い、誕生パーティーしてもらいました！  保田くんのいってらっしゃい会と思って、プレゼント用意してたら、 大好きな人たちがみんないてびっくり(´；ω；｀)！  たのしい、幸せなひとときでした！ ほ… http://t.co/lRlrC231cw
0	節分製作はなんで毎年鬼なんだろう…  来年、福の神作ってみようかな💓  志乃多寿司の恵方巻きもどき食べた！ あと、スイーツ巻き笑  忙しくなかったら作りたかった！から、誰か手巻き寿司パーティーしよ！… http://t.co/fNCKkKv3TP
1	27歳、幸せに迎えることができました！ ありがとう！  周りの人に恵まれて ほんと、泣ける！ ニコニコのダブルピースの日に母さん産んでくれてありがとう！  いつも、交換ノートしてる子からの手紙や、折り紙、… http://t.co/OAOvJjXKvq
-1	作品展VOL3  顔の陶芸。  薄いからヒビ入ったりで大変やったー(´；ω；｀) http://t.co/abtlZLPqP1
0	作品展VOL4  個人製作 鬼のお面。  これ被ったらめっちゃうける笑  かぶったら何て名前の鬼になるのか、得意技は何かを考えた、  妖怪やら鬼やらが流行っとるけんね、  興味持ってしよった！  初の… http://t.co/xIccridF0X
-1	作品展VOL5  やっと終わった…  これからやっと楽になる…  共同製作で鳥居お賽銭入れおみくじ作った お賽銭してお願い事しておみくじ。  おみくじ、めっちゃうけるー 惜しいやつがいっぱい入っとる… http://t.co/tN6A2GAuB2
0	牡蠣焼き行ってきたー！ 牡蠣美味しかったー💓  食いしん坊にゃんこ ずーっと食べよった笑  あと一回くらい来たいなー！  #牡蠣焼き#小長井#cat#猫#牡蠣 #InstaMagApp… http://t.co/cI3RxKCskL
1	作品展VOL6  お皿  おにぎり、 さんまとか魚 なんかに、使ってもらえたら嬉しいなー！  何本も細長い蛇を作って くっつけていった作品。 味があって好き。  #InstaMagApp… http://t.co/ONHJ3zUuiy
0	今からー！！！💓  はぁ、てっちゃん… どうなるんだろ… @ みらい長崎ココウォーク http://t.co/elvIu5lPaH
1	昨日の。  めっちゃたのしかったー！！  チョコフォンデュやっと活躍。  また会いたいな💓  #InstaMagApp @fotorusofficial http://t.co/VhpLBRqtW1
1	Eggs'n things  そして、婚約指輪選びに 福岡まで付いてきたー！ 彼弟。  いいね、Tiffany💓  #InstaMagApp @fotorusofficial http://t.co/qOm5v16sgc
1	新生児。  病院まで、会いに行った！  かわいかったー💓！  癒されたー💓   #squaready http://t.co/iHIu2eAsZ0
1	また、宝物が増えた(´；ω；｀)  こんなのもらったら、 一年間頑張って良かったと思う。 また、頑張ろうと、  …頑張った？ 適度に頑張れるようになった笑  これ見たら涙出てきそうやけん、熟読は一回だ… http://t.co/WUaKbRWmXe
0	早朝登山行ってきたー！  すぐ着いた笑  東高の思い出を語りながら金比羅山へ。  初ガス使った！ 味噌汁とCoffee💓 はまりそう！ 登山行こう！ #InstaMagApp… http://t.co/msW1jDhrt0
1	ゆかちん誕生日おめでとう会！  これで、みんな27歳！  素敵な27歳になりますよーに！  #シャネル💓#誕生日会#27歳#足して割ったらベティーちゃん#男子力#女子力 #InstaMagApp… http://t.co/LbUpSkECM2
1	@tkdonguri 屋久島きっかけ💓早くいろんな山に連れて行ってあげたい〜💓
1	Bistro Kazu   フレンチの店！   コースのメイン何種類かで選べたー！ うちは肉！  肉やろ！  最近太ったやろ！  #InstaMagApp @fotorusofficial#長崎… http://t.co/C3PlAWKY21
0	っぽいcaféにて。  この太ももやばいやろ！ さだっちに久々あった！  みなくんのむちむち加減 やばかったー！ この足の見せ方、モデルみたい💓  ん？デブ専って？笑  気のせい！… http://t.co/qynMQkZsQX
0	うちも💓  昨日話してて食べたい〜ってなってたアイス💓  職場の人が偶然買ってきてくれた💓  まいうーやったー💓   #squaready https://t.co/zeqTi77T5J
0	おは！  来たよ！広島！  朝から一杯飲んで、 もうすぐ…💓  はぁー、楽しみ💓#squaready @ 瑞穂ハイランド https://t.co/Au0BI11gBt
1	全身筋肉痛けど、めっちゃ楽しかったー！！！  広島と思ってたら島根やったらしい、ここ。  かなり転けたけど、 コースほぼ行った！ いっぱいあるってすばらしー！！！  近くにあったら通うのに…  田川… https://t.co/SSUyVIThPe
0	広島…じゃなくて、 島根までの旅。#瑞穂ハイランド 今年1回しか行けんかったな😭  また#唐戸市場。 海鮮丼じゃなくて今回は寿司詰め合わせにしてみた！ めちゃうま！  あんこう買ったから あんこ… https://t.co/B596wG8O86
0	早いねぇ〜 もぅ3月〜！  3月壁面は メダカとおたまじゃくし折らせたら 大量になりすぎて 川が窮屈してたので 二つに分けて。  近くで見たら表情がうける。  #折り紙 #origami #子供#保育… https://t.co/rwON9Xvb5U
-1	遅くなったけど、 桃カステラ！  なんでこの時期なのに忙しいんだろう…  ラッスン完コピ中！笑 お別れ会がんばろ！  #ひなまつり#万月堂#桃カステラ#長崎#nagasaki  #squaready https://t.co/zOtNbWsFls
0	ONE OK ROCK plus Support Act "35xxxv" JAPAN TOUR「JARNZΩ(ジャーンズ)」に投票しました。https://t.co/YaemvJUTsh #ONEOKROCK
0	なうー！！  ハリポタなうー！！  開場一時間前に着き、 ダッシュでここきたのに 100分待ちてどーゆーことー？？  まじやばい！ 楽しみすぎて吐きそう笑  てゆーか、ファストパス的なの、前売りの時点… https://t.co/0kA46VxZfj
0	クッキーモンスターが似合いすぎてまじ笑った。  アメトーーク見ていこうて決めてた、 綾小路麗華様にも指名され、（うちの方が手を挙げてたのにクッキーモンスターが） セサミストリートから来ましたでうけとれた… https://t.co/hj7KFyEdEg
0	肉にくー！！  1年半ぶりに妹が帰ってきたので 焼肉に。  食べ放題やばかった、  いっき、食べる量やばかった、、  店の人もびっくりやった、、  焼肉食べ放題で元取る女の人初めて見た…  みつ… https://t.co/A7qShRWErU
0	こんなプリントされた Tシャツもらった。  いつ着ればいいんだろう…  もう、悪いことはできん。笑 https://t.co/RCXaR21wxv
0	はとぐみさんだから、 はとの コサージュ？ブローチ？ プレゼント。  これ胸につけてもらって  お別れ会に出てもらった。   #squaready https://t.co/LUD416BEkE
-1	ランタンフェスティバル。  遅いけど。笑  ちょっとしか行ってないけど。  ランタンは相変わらずだったけど。  夜遅くて晩御飯何軒か断られたけど。   #squaready #日本… https://t.co/QdSXSkNxBl
0	たぶっちーとデート。  La Seconda… https://t.co/l53xJnXTDV
0	作り出したら止まらないー💓  ネックレスは最近こればっかつけてる💓 プラスしてブレスレット作って、  ピアスも💓 ピアスは、時期がもう終わってしまう…(◞‸◟)  つけれるうちにつけよう(･∀･… https://t.co/Vc377dv2Qn
0	こないだ、 めっちゃ久々あぐりの丘 行ってきた。  閉園間際の時間帯だったからなのか、 いつもなのかはわからんけど、  人少なすぎてびっくりした！  もうちょっとしたら花が咲いて 活気溢れるところにな… https://t.co/jrWoLqPYVw
0	明日？今日は終園式。… https://t.co/Ys0OfRv8pm
1	手前から…肉うどん小中大   やば、食べ過ぎ、 うどん久々、美味しい！  #squaready @ 讃岐うどん とも也 https://t.co/HDMjaBOvb9
0	一ヶ月に一回行けたらいいと考えて予定立ててた登山。  昼からみんな予定合ったから  夕方登山。  の予定が、 まず登り口間違えて、 めちゃ細い道を車で突き進み、 30分ぐらい歩いて  下山して、… https://t.co/vJuhPK1CHf
0	たぶっちーに続き。  ピアス教室。  手芸講座第一段。  教えながら ナイトミュージアム見ながら。  新作☆つけてみた！ https://t.co/xeX6ZStRN2
1	昨日は、園長に三和鮨に連れて行ってもらった！！  牡蠣鮨とか、刺身がまいうーやったー∑d(*ﾟ∀ﾟ*)💓  来年度も頑張ろうと 決心した。笑  美味しいものでつられる。  単純。  #I… https://t.co/jXtTJhUax0
1	長崎新作のカフェ本が出るたびにすぐに食いつく私。  今回のは美味しそうな コーヒー店が多かった！  たぶっちーにもらった シュークリーム頂きながら 熟読して巡ろう！  誰か行こう！  #新作#本#カフ… https://t.co/TGfCtvIhNA
